Word,OccurTotal,OccurNum,Rating.Mean,Rating.SD,Frequency
dinosaur,22,22,4.91,2.47,203
alone,18,18,4.94,1.73,15735
coffee,18,18,4.94,1.73,7371
cop,18,18,4.94,1.3,4393
storm,18,18,4.94,2.51,1574
mouse,18,18,4.94,1.76,975
string,18,18,4.94,1.7,646
daylight,18,18,4.94,1.47,488
sleeve,18,18,4.94,2.13,286
spinach,18,18,4.94,1.63,130
lunchtime,18,18,4.94,1.98,125
storybook,18,18,4.94,3.13,27
glittery,18,18,4.94,2.46,6
place,19,19,4.95,1.96,30736
real,20,20,4.95,1.43,22583
woman,20,20,4.95,2.19,22166
daughter,19,19,4.95,2.17,8739
class,20,20,4.95,1.36,5985
plane,19,19,4.95,2.3,4872
cousin,19,19,4.95,2.07,2491
driver,19,19,4.95,1.72,2416
tall,19,19,4.95,3.24,1649
library,19,19,4.95,2.04,1170
bow,21,21,4.95,2.22,1034
bible,19,19,4.95,1.87,935
curtain,20,20,4.95,1.23,525
fold,19,19,4.95,1.87,440
mustard,19,19,4.95,1.84,329
poke,19,19,4.95,2.37,298
rinse,19,19,4.95,2.01,120
frosting,19,19,4.95,1.87,72
eraser,19,19,4.95,1.22,51
duckling,19,19,4.95,2.61,39
fairytale,20,20,4.95,1.93,13
firework,20,20,4.95,1.47,8
open,18,18,5,2,16341
stuff,18,18,5,1.78,15653
special,20,20,5,1.84,7577
fix,18,18,5,1.88,4426
devil,18,18,5,1.97,2108
roof,18,18,5,2.52,1818
harm,18,18,5,1.41,1621
loss,20,20,5,2.38,1485
closet,19,19,5,1.8,1381
shadow,18,18,5,1.71,1080
cheer,19,19,5,1.67,953
pour,18,18,5,1.88,771
spin,20,20,5,2.43,746
self,19,19,5,1.89,722
tag,20,20,5,1.81,708
peanut,18,18,5,2.09,630
bacon,18,18,5,1.91,605
bee,19,19,5,1.97,528
necklace,19,19,5,2.16,497
honesty,20,20,5,1.49,368
sponge,19,19,5,2.05,342
puppet,18,18,5,3.03,279
runner,18,18,5,1.57,253
sadness,19,19,5,1.45,244
sunlight,19,19,5,2.19,236
lasagna,19,19,5,2.11,183
wrestle,19,19,5,1.33,176
zipper,19,19,5,2.54,144
bathe,18,18,5,2.11,128
sweatshirt,19,19,5,1.97,120
pretzel,18,18,5,1.61,102
giraffe,20,20,5,3.15,76
piggyback,18,18,5,2.3,55
rectangle,20,20,5,1.34,11
great,20,20,5.05,1.23,41864
police,19,19,5.05,1.96,12044
gift,19,19,5.05,1.87,3290
hole,19,19,5.05,2.17,2969
beauty,19,19,5.05,1.39,2460
chest,20,20,5.05,2.09,2090
salt,19,19,5.05,2.2,995
everyday,19,19,5.05,1.72,555
motorcycle,19,19,5.05,1.54,455
doorbell,19,19,5.05,2.86,425
messy,19,19,5.05,2.46,350
fuzzy,21,21,5.05,1.66,297
itch,19,19,5.05,1.08,213
fireman,19,19,5.05,1.22,149
raisin,19,19,5.05,2.17,83
indoor,19,19,5.05,1.51,68
whisker,19,19,5.05,1.99,13
kindergartner,20,20,5.05,1.32,2
fill,18,18,5.06,1.47,2241
spell,18,18,5.06,1.59,1869
ghost,18,18,5.06,2.01,1866
dollar,18,18,5.06,1.26,1410
dust,18,18,5.06,1.39,1216
cage,18,18,5.06,1.3,1034
spit,18,18,5.06,2.04,987
neighbor,18,18,5.06,2.31,864
powder,18,18,5.06,2.31,818
singer,18,18,5.06,1.92,800
opposite,18,18,5.06,1.83,775
cheek,18,18,5.06,2.1,365
lemonade,18,18,5.06,2.55,281
spicy,18,18,5.06,2.44,169
cleanup,18,18,5.06,2.46,100
walrus,18,17,5.06,1.6,57
sleepyhead,18,18,5.06,1.98,27
handclap,20,18,5.06,2.84,6
wakeup,18,18,5.06,2.98,5
careful,1925,1925,5.09,2.25,5550
throat,1929,1929,5.09,2.19,1837
add,20,20,5.1,1.48,1686
cooking,20,20,5.1,2.17,1307
bride,20,20,5.1,1.55,1235
snake,20,20,5.1,2.47,1140
mattress,21,21,5.1,1.51,337
daytime,20,20,5.1,2.43,193
toenail,20,20,5.1,2.69,44
be,18,18,5.11,3.23,293085
money,19,19,5.11,1.85,32679
feel,19,19,5.11,2.73,31989
hell,19,19,5.11,1.88,24012
part,19,19,5.11,1.15,13337
town,19,19,5.11,2.66,12644
week,18,18,5.11,2.56,12164
alive,19,19,5.11,2.4,7878
safe,18,18,5.11,2.65,7303
follow,18,18,5.11,2.91,6283
pictures,18,18,5.11,2.03,3477
speed,18,18,5.11,1.53,2104
rat,18,18,5.11,2.25,1663
pen,19,19,5.11,1.29,1261
plastic,19,19,5.11,1.73,957
cheat,18,18,5.11,1.75,901
mix,18,18,5.11,1.71,834
flip,18,18,5.11,1.32,728
inch,19,19,5.11,1.73,631
nest,19,19,5.11,1.94,566
branch,18,18,5.11,2.11,514
puzzle,18,18,5.11,2.27,374
muffin,19,19,5.11,1.94,297
tease,19,19,5.11,1.41,290
camel,18,18,5.11,1.88,256
mop,19,19,5.11,1.91,211
bumpy,19,19,5.11,2.69,190
swimmer,18,18,5.11,1.94,190
pup,19,19,5.11,3.78,164
backseat,18,18,5.11,2.11,117
crocodile,18,18,5.11,1.49,115
whiskers,18,18,5.11,1.91,109
sundae,19,19,5.11,2.13,81
campfire,19,19,5.11,1.52,64
unbutton,18,18,5.11,2.32,38
handprint,19,19,5.11,2.56,32
dandelion,19,18,5.11,2,15
boogieman,19,19,5.11,1.94,3
scoop,21,21,5.14,2.22,289
fat,20,20,5.15,1.84,4051
church,20,20,5.15,1.76,3553
address,20,20,5.15,1.57,2666
pool,20,20,5.15,2.3,2396
goose,20,20,5.15,2.21,665
attic,20,20,5.15,1.46,400
mug,20,20,5.15,2.03,349
macaroni,20,20,5.15,2.28,166
pillowcase,20,20,5.15,1.95,33
time,19,19,5.16,1.86,99890
touch,19,19,5.16,2.95,7534
carry,19,19,5.16,2.43,3361
page,19,19,5.16,1.8,1912
photo,19,19,5.16,1.89,1165
tent,19,19,5.16,1.95,892
skinny,19,19,5.16,1.92,713
ink,19,19,5.16,1.54,382
pond,19,19,5.16,1.98,323
fisherman,19,19,5.16,1.77,221
itchy,19,19,5.16,2.71,116
firefighter,19,19,5.16,2.22,52
scratchy,19,19,5.16,2.89,49
corncob,19,19,5.16,1.5,11
swimwear,19,19,5.16,1.8,9
love,18,18,5.17,3.54,56864
dead,18,18,5.17,2.09,22898
heart,18,18,5.17,2.23,12453
choice,18,18,5.17,1.79,4975
radio,18,18,5.17,1.54,3936
fairy,18,18,5.17,1.79,851
swallow,18,18,5.17,1.95,649
burger,18,18,5.17,2.48,522
dummy,18,18,5.17,1.86,500
flush,18,18,5.17,2.68,478
deer,18,18,5.17,3.26,444
bark,18,18,5.17,1.76,280
tug,18,18,5.17,2.2,140
caterpillar,18,18,5.17,1.58,57
windowsill,18,18,5.17,1.82,33
playhouse,18,18,5.17,2.36,33
unbuttoned,18,18,5.17,1.92,18
niceness,18,18,5.17,1.95,12
cornflake,18,18,5.17,1.95,7
holiday,21,21,5.19,2.11,1086
joke,20,20,5.2,1.88,3724
broccoli,20,20,5.2,2.8,116
free,19,19,5.21,1.78,9054
corner,19,19,5.21,2.07,2679
birth,19,19,5.21,2.25,1405
nut,19,19,5.21,1.69,797
gross,19,19,5.21,2.92,779
goat,19,19,5.21,2.07,537
hamburger,19,19,5.21,1.93,397
ropes,19,19,5.21,1.65,303
jingle,19,19,5.21,1.78,258
beaver,19,19,5.21,1.65,246
playmate,19,19,5.21,1.93,63
schoolwork,19,19,5.21,0.85,49
storytelling,19,19,5.21,1.69,24
sandal,19,19,5.21,2.12,11
nightlight,19,19,5.21,4.13,4
crazy,18,18,5.22,1.66,13886
land,18,18,5.22,2.69,4494
amazing,18,18,5.22,2.1,4167
vacation,18,18,5.22,1.44,1673
chain,18,18,5.22,2.13,1082
wagon,18,18,5.22,3.12,906
sweater,18,18,5.22,2.37,704
shell,18,18,5.22,1.96,674
dentist,18,18,5.22,2.51,571
fur,18,18,5.22,2.05,422
moose,18,18,5.22,1.73,282
rag,18,18,5.22,2.05,244
cradle,18,18,5.22,2.13,145
postman,18,18,5.22,2.1,128
glitter,18,18,5.22,1.63,104
cluck,19,18,5.22,2.13,73
summertime,18,18,5.22,2.02,61
year,21,21,5.24,1.73,14174
stain,21,21,5.24,1.41,316
ballpark,21,21,5.24,1.92,89
ending,20,20,5.25,2.53,812
prayer,20,20,5.25,1.77,805
ribbon,20,20,5.25,2.38,258
barefoot,20,20,5.25,2.4,121
purr,20,20,5.25,2.53,39
radish,20,20,5.25,1.89,31
happen,19,19,5.26,1.37,12968
pick,19,19,5.26,2.31,10118
drive,19,19,5.26,2.58,7810
quit,19,19,5.26,2.18,4595
upset,19,19,5.26,2,3800
prince,1927,1925,5.26,2.31,2299
shake,19,19,5.26,1.69,2021
stomach,19,19,5.26,1.97,1725
painting,19,19,5.26,2.23,1489
boring,19,19,5.26,2,1398
garage,19,19,5.26,2,1388
jungle,19,19,5.26,1.94,1151
selfish,19,19,5.26,1.76,811
helicopter,19,19,5.26,1.94,806
jeans,19,19,5.26,2.1,337
ballerina,19,19,5.26,2.4,118
slipper,1930,1927,5.26,2.37,113
grandchild,19,19,5.26,1.76,78
teaspoon,19,19,5.26,2.45,24
would,18,18,5.28,1.56,90162
late,18,18,5.28,1.93,13756
bottom,18,18,5.28,2.08,2546
repeat,18,18,5.28,1.45,1684
crab,18,18,5.28,2.3,352
jaws,18,18,5.28,1.87,133
undress,18,18,5.28,2.72,124
sunglass,19,18,5.28,2.42,7
break,20,20,5.3,2.18,11275
accident,20,20,5.3,2.18,4146
basketball,20,20,5.3,2.2,1091
climb,20,20,5.3,2.05,1007
zip,37,37,5.3,2.7,389
cloth,20,20,5.3,1.13,311
yawn,20,20,5.3,1.81,51
world,19,19,5.32,2.26,23216
gas,19,19,5.32,1.97,3457
ticket,19,19,5.32,1.49,2324
allow,19,19,5.32,1.83,2263
gate,19,19,5.32,2.29,1634
super,19,19,5.32,2.16,1336
shy,19,19,5.32,1.95,937
guitar,19,19,5.32,1.2,795
clay,19,19,5.32,2.06,612
needle,19,19,5.32,1.53,608
beep,19,19,5.32,2.38,332
hay,19,19,5.32,1.92,325
skunk,19,19,5.32,1.97,166
rake,19,19,5.32,1.77,152
waffle,37,37,5.32,2.44,108
beetle,19,19,5.32,2.21,105
windmill,19,19,5.32,1.6,65
snowflake,19,19,5.32,1.77,60
nosebleed,19,19,5.32,1.49,41
cornflakes,19,19,5.32,2.77,25
gumball,19,19,5.32,1.89,9
other,21,21,5.33,2.35,37505
ship,18,18,5.33,2.06,5043
heat,18,18,5.33,2.03,2044
bless,18,18,5.33,1.81,1788
tiny,18,18,5.33,2.63,1643
garden,18,18,5.33,1.78,1354
flag,18,18,5.33,2.38,892
sheet,18,18,5.33,2.45,592
hose,18,18,5.33,2.03,411
jaw,18,18,5.33,2.28,364
camping,18,18,5.33,1.64,315
noisy,18,18,5.33,2.11,257
salty,18,18,5.33,1.85,127
raspberry,18,18,5.33,2.61,96
sunscreen,18,18,5.33,2.17,51
triceratops,18,18,5.33,1.75,2
hall,20,20,5.35,2.16,2649
robot,20,20,5.35,2.41,621
hiccup,18,17,5.35,2.42,27
earthworm,20,20,5.35,2.48,7
mind,19,19,5.37,1.86,24715
death,19,19,5.37,1.8,11051
buddy,19,19,5.37,2.09,5247
earth,19,19,5.37,1.26,5074
grab,19,19,5.37,2.31,3614
correct,19,19,5.37,1.61,2292
soup,19,19,5.37,2.65,1285
disappear,19,19,5.37,1.71,1069
sauce,19,19,5.37,2.24,795
drawer,19,19,5.37,1.54,663
tool,19,19,5.37,2.03,548
web,19,19,5.37,1.71,470
candle,19,19,5.37,1.64,409
magician,19,19,5.37,1.38,390
chess,19,19,5.37,2.03,380
skate,19,19,5.37,1.61,301
reader,19,19,5.37,1.86,278
cinnamon,19,19,5.37,3.34,152
puddle,19,19,5.37,2.69,99
farming,19,19,5.37,2.14,82
bluebird,19,19,5.37,1.89,39
lunchroom,19,19,5.37,2.01,17
barefooted,19,19,5.37,1.92,9
dirtiness,19,19,5.37,1.77,4
hallway,21,21,5.38,2.36,487
backpack,21,21,5.38,1.94,186
barnyard,21,21,5.38,4.07,45
footstep,21,21,5.38,2.16,13
way,37,36,5.39,1.74,72661
job,18,18,5.39,2.06,21063
secret,18,18,5.39,1.94,5585
pass,18,18,5.39,1.65,5514
spot,18,18,5.39,2.66,3140
jet,18,18,5.39,2.52,721
laughter,18,18,5.39,2.55,704
pony,18,18,5.39,2.81,413
float,18,18,5.39,2.55,381
shampoo,18,18,5.39,2.7,215
windy,18,18,5.39,1.91,134
honk,18,18,5.39,2.38,122
snuggle,18,18,5.39,3.33,66
teacup,18,18,5.39,1.54,33
spoonful,18,18,5.39,1.97,30
listen,20,20,5.4,2.62,27784
beginning,20,20,5.4,1.67,3219
porch,20,20,5.4,2.19,491
tasty,20,20,5.4,2.7,322
handwriting,20,20,5.4,1.39,301
moustache,20,20,5.4,2.23,193
superhero,20,20,5.4,2.72,170
cardboard,20,20,5.4,1.9,138
cub,20,20,5.4,2.04,107
tattler,20,20,5.4,1.5,24
leapfrog,18,17,5.41,2.76,18
king,19,19,5.42,2.63,6592
cover,19,19,5.42,2.95,4808
tip,19,19,5.42,2.34,1409
nail,19,19,5.42,2.36,951
whistle,19,19,5.42,2.19,788
squeeze,19,19,5.42,2.17,769
seal,19,19,5.42,1.87,752
hammer,19,19,5.42,2.09,636
height,19,19,5.42,1.43,476
lipstick,19,19,5.42,2.59,449
syrup,19,19,5.42,2.59,260
lizard,19,19,5.42,2.48,247
doughnut,19,19,5.42,2.22,215
dislike,19,19,5.42,2.36,200
muddy,19,19,5.42,2.48,153
vitamin,19,19,5.42,1.61,136
teeny,19,19,5.42,2.91,128
beak,19,19,5.42,2.73,107
seagull,19,19,5.42,2.01,62
blackboard,19,19,5.42,1.07,60
unplugged,19,19,5.42,1.95,43
rectangular,19,19,5.42,1.98,22
igloo,19,19,5.42,1.89,15
saltshaker,19,19,5.42,1.61,6
sandcastle,19,19,5.42,2.27,4
easy,21,21,5.43,1.89,13551
answer,21,21,5.43,1.89,8986
neat,21,21,5.43,3.2,635
birdhouse,21,21,5.43,1.89,13
guess,18,18,5.44,1.46,23153
honey,18,18,5.44,1.85,15325
save,18,18,5.44,1.69,8278
proud,18,18,5.44,1.58,4265
forgive,18,18,5.44,1.54,3917
sight,18,18,5.44,2.01,2311
rope,18,18,5.44,2.09,1158
helpful,18,18,5.44,2.5,619
hockey,18,18,5.44,1.42,588
obey,18,18,5.44,1.72,456
jar,18,18,5.44,2.18,424
crunchy,18,18,5.44,1.98,48
rainfall,18,18,5.44,1.25,17
sword,20,20,5.45,1.43,1335
lawn,1928,1926,5.45,2.22,630
bruise,20,20,5.45,2.14,165
slowpoke,20,20,5.45,2.01,18
honest,1926,1924,5.46,2.05,3689
funny,19,19,5.47,2.57,11127
fight,19,19,5.47,2.06,10255
tough,19,19,5.47,1.5,4616
surprise,19,19,5.47,2.01,4534
hundred,19,19,5.47,1.9,4015
deep,19,19,5.47,2.46,3896
tea,19,19,5.47,2.39,2990
elevator,19,19,5.47,1.68,1245
shark,19,19,5.47,1.65,764
stretch,19,19,5.47,2.17,748
punishment,19,19,5.47,2.25,685
whale,19,19,5.47,1.95,574
leak,19,19,5.47,1.81,517
mummy,19,19,5.47,2.34,500
pepper,19,19,5.47,2.01,449
melt,19,19,5.47,2.09,373
rhyme,19,19,5.47,1.98,225
nosy,19,19,5.47,1.84,144
snot,19,19,5.47,3.6,108
waterfall,19,19,5.47,1.47,95
otter,19,17,5.47,2.48,69
snoopy,19,19,5.47,3.01,52
fishbowl,19,19,5.47,2.22,9
lollypop,19,19,5.47,2.74,2
lullaby,21,21,5.48,3.27,88
giggle,21,21,5.48,2.5,87
pay,18,18,5.5,1.76,12985
different,20,20,5.5,1.67,10686
smart,18,18,5.5,1.86,4909
spring,1935,1933,5.5,2.15,1597
piano,18,18,5.5,2.04,1268
tube,20,20,5.5,2.04,838
hood,18,18,5.5,2.66,785
dizzy,20,20,5.5,2.59,430
fuss,18,18,5.5,1.86,364
bam,18,14,5.5,2.85,361
shelf,18,18,5.5,2.23,355
moonlight,20,20,5.5,2.42,354
bake,18,18,5.5,2.53,323
pinch,18,18,5.5,2.28,312
comb,18,18,5.5,2.2,309
thankful,20,20,5.5,1.64,274
reflection,18,18,5.5,2.38,256
broom,18,18,5.5,2.46,243
tractor,19,18,5.5,2.18,190
plum,18,18,5.5,2.2,174
cloudy,18,18,5.5,1.47,110
frisbee,18,18,5.5,1.98,95
raincoat,18,18,5.5,2.46,84
sleepover,18,18,5.5,1.42,74
sprinkle,18,18,5.5,1.62,74
eyebrow,20,20,5.5,2.28,71
schoolyard,18,18,5.5,2.09,44
misbehave,20,20,5.5,1.85,30
timeout,18,18,5.5,3.88,26
grandparent,20,20,5.5,2.5,13
magic,21,21,5.52,1.94,2687
ready,19,19,5.53,2.67,19778
check,19,19,5.53,1.68,14228
hate,19,19,5.53,2.06,10944
husband,19,19,5.53,2.27,9935
shoot,19,19,5.53,2.39,8412
normal,19,19,5.53,1.93,3589
chase,19,19,5.53,2.12,1673
chick,19,19,5.53,2.09,1334
bone,19,19,5.53,1.74,1329
purse,19,19,5.53,2.01,1008
cap,19,19,5.53,2.01,956
picnic,19,19,5.53,1.78,596
tricky,19,19,5.53,2.09,406
sickness,19,19,5.53,1.93,405
leap,19,19,5.53,1.93,340
pine,19,19,5.53,2.14,316
cushion,19,19,5.53,2.39,110
goo,21,19,5.53,2.37,109
whine,19,19,5.53,2.48,83
toot,20,19,5.53,3.42,80
icing,19,19,5.53,1.71,71
sprinkler,19,19,5.53,1.58,47
grouchy,19,19,5.53,1.65,44
coffeepot,19,19,5.53,2.52,21
schoolroom,19,19,5.53,1.87,16
gumdrop,18,17,5.53,1.91,8
hospital,20,20,5.55,1.76,6334
holy,20,20,5.55,2.24,3475
winner,20,20,5.55,1.43,1592
trophy,20,20,5.55,1.43,385
kangaroo,20,20,5.55,1.93,118
howl,20,20,5.55,1.85,105
buy,36,36,5.56,2.08,9814
terrible,18,18,5.56,1.92,4795
desk,18,18,5.56,2.2,2239
boom,18,18,5.56,2.43,1112
math,18,18,5.56,1.46,836
apology,18,18,5.56,2.01,804
bend,18,18,5.56,1.85,768
sunglasses,18,18,5.56,3.99,201
scarecrow,19,18,5.56,2.87,89
firecracker,18,18,5.56,1.92,54
ballgame,18,18,5.56,1.34,52
bonk,19,18,5.56,3.52,17
undershirt,18,18,5.56,3.65,15
bogyman,19,14,5.57,3.27,1
leave,19,19,5.58,2.48,28596
gun,19,19,5.58,2.52,10873
list,19,19,5.58,2.32,4110
double,19,19,5.58,1.3,3198
bridge,19,19,5.58,2.34,2331
suck,19,19,5.58,2.39,1779
weak,19,19,5.58,1.64,1607
poison,19,19,5.58,1.43,1252
dragon,19,19,5.58,2.34,984
principal,19,19,5.58,1.57,701
cherry,19,19,5.58,2.89,693
battery,19,19,5.58,2.48,633
forehead,19,19,5.58,2.36,400
stir,19,19,5.58,3.29,301
parrot,19,19,5.58,1.87,167
gobble,19,19,5.58,2.95,120
wasp,20,19,5.58,1.74,73
silliness,19,19,5.58,1.87,21
dangerous,20,20,5.6,2.6,3817
map,20,20,5.6,2.06,1623
uniform,20,20,5.6,1.82,1266
painter,20,20,5.6,1.64,344
mane,20,20,5.6,2.14,30
weird,18,18,5.61,1.75,5156
return,18,18,5.61,1.79,4676
collect,18,18,5.61,1.79,1020
metal,18,18,5.61,2.15,992
trail,18,18,5.61,1.91,979
scratch,18,18,5.61,3.05,961
smooth,18,18,5.61,2.3,932
salad,18,18,5.61,2.38,868
dessert,18,18,5.61,3.45,715
thick,18,18,5.61,1.91,713
bucket,18,18,5.61,2.4,511
unfair,18,18,5.61,1.69,502
scrambled,18,18,5.61,2.06,367
flashlight,18,18,5.61,1.97,302
strap,18,18,5.61,2.68,263
mashed,19,18,5.61,2.73,188
fairness,18,18,5.61,2.91,104
swimsuit,18,18,5.61,2.55,101
backside,18,18,5.61,2.95,85
bulldozer,18,18,5.61,1.72,66
sharpen,18,18,5.61,1.61,57
freckle,18,18,5.61,2.2,30
badness,18,18,5.61,2.33,29
candlestick,18,18,5.61,1.82,25
wintertime,18,18,5.61,1.97,22
friendship,21,21,5.62,2.16,1164
bunk,21,21,5.62,2.52,320
nod,21,21,5.62,2.91,203
leftovers,21,21,5.62,2.33,127
leafy,18,16,5.62,2.55,24
remember,19,19,5.63,1.95,27666
wake,19,19,5.63,3.93,5366
view,19,19,5.63,2.01,1965
fan,19,19,5.63,2.54,1792
male,19,19,5.63,2.17,1731
mighty,19,19,5.63,1.57,1355
pole,19,19,5.63,2.83,642
rocket,19,19,5.63,2.34,604
pork,19,19,5.63,1.95,537
wig,19,19,5.63,2.22,426
stack,19,19,5.63,2.22,311
blink,19,19,5.63,2.27,258
classroom,19,19,5.63,1.74,227
crunch,19,19,5.63,1.83,179
lifeguard,19,19,5.63,1.54,85
bead,19,19,5.63,1.64,57
bookcase,19,19,5.63,2.89,48
carsick,19,19,5.63,2.03,31
somersault,19,19,5.63,2.67,25
birdcage,19,19,5.63,2.45,24
jellybean,19,19,5.63,2.75,23
snowfall,19,19,5.63,2.52,20
lampshade,19,19,5.63,1.34,14
unbuckled,19,19,5.63,2.93,12
daffodil,19,19,5.63,1.86,10
may,20,20,5.65,2.35,26080
care,20,20,5.65,2.01,24748
frightened,20,20,5.65,3.13,1186
mule,20,20,5.65,1.66,358
springtime,20,20,5.65,1.87,75
squish,20,20,5.65,2.62,53
tiptoe,37,37,5.65,2.28,45
tepee,18,17,5.65,2.62,27
treetop,20,20,5.65,2.18,13
wife,18,18,5.67,3.2,17795
promise,18,18,5.67,2.4,7809
fair,18,18,5.67,1.91,4832
space,18,18,5.67,1.91,3369
cost,21,21,5.67,1.88,2801
apologize,18,18,5.67,2.91,2518
enter,18,18,5.67,1.97,1516
remove,18,18,5.67,2.3,1084
adventure,18,18,5.67,1.81,685
basket,18,18,5.67,2.35,672
skirt,18,18,5.67,2.57,508
oven,18,18,5.67,2,453
toots,19,18,5.67,4.65,168
poof,19,18,5.67,2.38,110
panda,18,18,5.67,2.74,108
tinkle,18,18,5.67,2.25,47
scribble,18,18,5.67,2.66,32
bellyful,18,18,5.67,2.06,30
send,19,19,5.68,1.73,9169
flat,19,19,5.68,1.67,1337
item,19,19,5.68,4.15,628
scar,19,19,5.68,2.21,432
bracelet,19,19,5.68,2.58,398
umbrella,19,19,5.68,2.24,382
erase,19,19,5.68,2.33,317
vomit,19,19,5.68,2.56,272
scarf,19,19,5.68,2.54,239
mermaid,19,19,5.68,2.03,161
penguin,22,22,5.68,2.4,147
dishonest,19,19,5.68,1.86,132
piglet,19,19,5.68,2.94,108
sitter,19,19,5.68,4.01,80
runny,19,19,5.68,2.29,65
pebble,19,19,5.68,3.56,65
squishy,20,19,5.68,2.54,38
wastebasket,19,19,5.68,2.83,32
slice,1931,1930,5.69,2.24,435
hairy,20,20,5.7,2.08,322
den,21,20,5.7,1.66,312
hog,20,20,5.7,2.27,261
peppermint,20,20,5.7,2.39,71
helmet,21,21,5.71,2.74,483
smiley,18,17,5.71,3.84,109
horsey,18,17,5.71,4,42
beautiful,18,18,5.72,1.84,14266
meeting,18,18,5.72,1.9,6752
favorite,18,18,5.72,2.44,3032
match,18,18,5.72,1.87,2521
spread,18,18,5.72,2.76,1596
grade,18,18,5.72,1.36,1493
anchor,18,18,5.72,2.54,378
sunrise,18,18,5.72,1.93,309
grocery,18,18,5.72,2.02,280
buzzer,19,18,5.72,1.78,201
troll,18,18,5.72,2.19,138
furry,18,18,5.72,2.11,122
goof,18,18,5.72,2.8,113
cucumber,18,18,5.72,1.84,101
tattletale,18,18,5.72,1.84,27
soapy,18,18,5.72,3.41,25
newsman,18,18,5.72,2.22,20
refrigerate,18,18,5.72,2.22,10
thingamabob,19,18,5.72,2.22,10
tuna,37,37,5.73,1.87,408
jail,19,19,5.74,2.45,3602
fit,19,19,5.74,1.66,2937
pal,19,19,5.74,2.54,2937
lock,19,19,5.74,2.28,2885
large,19,19,5.74,2.23,2114
warn,19,19,5.74,1.94,1293
beast,19,19,5.74,2.79,1252
gray,19,19,5.74,2.6,1077
bang,19,19,5.74,2.88,1019
sport,19,19,5.74,1.82,1015
dime,19,19,5.74,2.05,615
cane,19,19,5.74,1.97,425
strings,19,19,5.74,2.26,418
gorilla,19,19,5.74,1.91,283
hound,19,19,5.74,1.97,257
robber,19,19,5.74,1.85,239
crow,19,19,5.74,3.28,227
moth,19,19,5.74,1.76,116
picky,19,19,5.74,2.45,111
talker,19,19,5.74,2.02,91
clover,19,19,5.74,2.47,67
cootie,19,19,5.74,2.77,9
couple,20,20,5.75,1.83,11394
enjoy,20,20,5.75,2.17,4222
punch,20,20,5.75,2.31,1514
nickel,20,20,5.75,2.59,431
panties,20,20,5.75,2.73,414
bagful,19,16,5.75,2.14,5
brain,21,21,5.76,2.19,3928
cleaner,21,21,5.76,2.7,353
pussycat,21,21,5.76,2.7,244
thingy,18,17,5.76,3.7,146
starfish,21,21,5.76,1.89,38
schoolbag,18,17,5.76,1.35,6
find,18,18,5.78,3.89,42379
believe,18,18,5.78,1.7,31882
lose,18,18,5.78,2.32,8382
perfect,18,18,5.78,2.24,8091
mistake,18,18,5.78,1.73,5200
shop,18,18,5.78,1.86,2731
camp,18,18,5.78,1.73,2612
beg,18,18,5.78,2.32,2600
newspaper,18,18,5.78,2.56,1208
butter,18,18,5.78,3.37,1042
bare,19,18,5.78,2.86,425
rash,18,18,5.78,2.1,410
driveway,18,18,5.78,3.28,343
fart,18,18,5.78,2.34,328
pasta,18,18,5.78,2.51,216
fudge,18,18,5.78,3.25,185
cabbage,18,18,5.78,2.02,148
mush,18,18,5.78,3.44,143
nightgown,18,18,5.78,2.53,100
celery,18,18,5.78,3,95
pyjamas,22,9,5.78,1.86,90
leaky,18,18,5.78,1.9,56
footprint,18,18,5.78,2.18,55
grasshopper,18,18,5.78,1.7,47
bookworm,18,18,5.78,1.8,37
icicle,18,18,5.78,1.7,15
chalkboard,18,18,5.78,1.48,12
important,19,19,5.79,2.18,10587
glad,19,19,5.79,2.18,8740
darling,19,19,5.79,2.86,6613
month,19,19,5.79,1.51,4854
visit,19,19,5.79,2.32,2993
pray,19,19,5.79,2.35,1847
quarter,19,19,5.79,2.18,1327
channel,19,19,5.79,2.51,1245
shine,19,19,5.79,2.12,1053
pile,19,19,5.79,2.7,672
fry,19,19,5.79,1.69,428
tuck,19,19,5.79,2.12,406
peek,19,19,5.79,3.01,272
leash,19,19,5.79,1.84,219
redhead,19,19,5.79,3.01,186
bun,19,19,5.79,2.74,147
stomp,19,19,5.79,1.72,136
ache,19,19,5.79,2.27,127
snail,19,19,5.79,2.57,90
hippo,19,19,5.79,2.44,72
listener,19,19,5.79,1.9,72
chore,19,19,5.79,1.51,51
ponytail,19,19,5.79,2.49,51
growl,19,19,5.79,1.87,50
licorice,19,19,5.79,1.93,44
flyswatter,19,19,5.79,2.8,2
itchiness,19,19,5.79,2.68,1
clear,20,20,5.8,1.79,8763
lonely,20,20,5.8,2.35,2125
castle,20,20,5.8,2.48,1099
spray,20,20,5.8,1.79,492
eyelash,20,20,5.8,2.5,44
hopscotch,20,20,5.8,1.32,15
breath,21,21,5.81,2.02,2291
horrible,21,21,5.81,2.66,2164
marry,18,18,5.83,2.43,5322
join,18,18,5.83,1.38,4255
bloody,18,18,5.83,2.46,1962
fake,18,18,5.83,2.26,1853
model,18,18,5.83,2.6,1635
score,18,18,5.83,1.54,1552
sneak,18,18,5.83,2.53,861
sack,18,18,5.83,2.01,659
eagle,18,18,5.83,1.86,586
liquid,18,18,5.83,1.98,395
